,index,text,label,multi_label,split,language,length,source
1923,53535,"of what's going to be the free time that's going to be, part of the lifespan.   It hasn't just entered the phase of long recovery, which is just to understand the realistic phase of recovery.   That's the structure of a process in which a """" realistic """" treatment sets aside what the next word says, not the same.   And the process and what happens is that the brain, understanding what the eyeball is doing, for longer than a day, knows what it knows.",1,opt-iml-max-1.3b,test,pt,94,MULTITuDE_MassiveSumm_rfi
1924,53562,"I don't know why, but there are always people who think that one championship is more important than the other. I'm comfortable with a Super Bowl too. (Laughter) (Applause) But Benfica doesn't have to make a Super Bowl, it makes its own. (Laughter) (Applause) Here's an example of someone who thinks one cup is more important than the other. That's why you're comfortable with another one. I didn't say by chance that the championship was more important, I said that Benfica needs to do its own thing.",1,opt-66b,test,pt,81,MULTITuDE_MassiveSumm_rfi
1925,53568,"Kabila, the great crane political strategist.",0,human,test,pt,6,MassiveSumm_rfi
1926,53705,Brazilian tourists arrived in Paris to make the turn of 2019.,1,alpaca-lora-30b,test,pt,13,MULTITuDE_MassiveSumm_rfi
1927,53749,"The MPLA and the Angolan government withdrew their empty chair strategy to the opposition in an attempt to challenge their position in parliament. The term """" empty chair """" refers to the practice of leaving the votes allocated to members of the opposition empty during parliamentary sessions, either as a form of protest or to demonstrate a lack of consensus. This move comes after a series of protests and strikes in Angola that have pushed the government to take more effective action to solve the country's social and economic problems. The opposition has been very critical of the government's ability to address issues such as unemployment, corruption and the lack of basic services. With the decision to empty the opposition chair, the MPLA and the government hope to improve their image vis-à-vis the Angolan population and show greater openness to dialogue and cooperation with the opposition. According to some analysts, this measure can also be seen as an attempt to silence the opposition, depriving it of a form of protest and expulsion.",1,gpt-4,test,pt,271,MULTITuDE_MassiveSumm_voaportugues
1928,53813,"Fernando Sobrinho, minister of the economy and finance of France during a conference on the 31st of September 2003 at the Alvorada Palace in Lisbon.",1,opt-iml-max-1.3b,test,pt,25,MULTITuDE_MassiveSumm_rfi
1929,53816,"France continues to see a high rate of expulsion of illegal immigrants, according to official data released this week. The number of people deported this year has increased significantly, at a time when the number of people admitted to the country has fallen. Last year, about 19,000 people were deported, whereas last year there were 24,000 deportations. These numbers stand in stark contrast to the last three years, when deportations amounted to about 15,000 a year. At the same time, the number of asylum-seekers was reduced to less than 80,000 last year, compared to more than 100,000 in 2017. This year, the expectation is less than 70,000 applications. The French government says that this reduction in the number of immigrants is a measure to prevent illegal entry into the country and to ensure the security of the borders. However, criticism of deportation policy has increased, and the population sees these measures as """" tough """" and """" dehumanizing. """" The French government has defended deportations, arguing that",1,text-davinci-003,test,pt,208,MULTITuDE_MassiveSumm_rfi
1930,53822,"(JM) - Diário de Notícias (in Portuguese)^ ""Only the government knew."" Express. May 28, 2011.^ ""Carvalho e Passos are invited by the opposition."" Express. May 28, 2011. ^ ""Comisión de Finances e da Fiscalización Orçamental"" (in Portuguese). May 30, 2011. Archived from the original on 1 August 2011. Retrieved May 30, 2011. ^ ""Only the government knew."" Newsday. May 29, 2011. Archived from the original on 25 April 2012.^ ""Covenant Commission between PSD and CDS-PP."" May 27, 2011. Archived from the original on 25 April 2012. Retrieved May 30, 2011.^ ""Because where and when to vote is June 6."" RTP News. May 17, 2011. Archived from the original on 24 October 2011. Retrieved May 23, 2011.^ ""Why, Where and When to Vote."" RTP News. May 17, 2011. Archived from the original on 24 October 2011. Retrieved May 23, 2011.^ ""Nomination."" PSD — Social Democratic Party. Retrieved 19 February 2018.^ ""Elections to the Ass.",1,llama-65b,test,pt,193,MULTITuDE_MassiveSumm_acorianooriental
1931,53864,"Pingback: Peru says it'll present evidence of Chilean spying at upcoming UN meeting | The BubblePeru y Chile: Who benefits from a TILC treaty?Prime Minister of Peru Javier Pérez de Cuéllar, and Chilean Heraldo Muñoz, announced during the 71st General Assembly of the United Nations on September 22,...Fujimori says Peru should give Venezuela ‘a good beating'Former Peruvian president Alberto Fujimori said during an interview today that Peru should give Venezuela ‘a good beating.' When the interviewer asked, ""Would...The president of Peru, Pedro Pablo Kuczynski, met this weekend with the president of Chile, Michelle Bachelet, at the VI Pacific Alliance Summit in Paracas, Peru.",1,llama-65b,test,pt,108,MULTITuDE_MassiveSumm_bbc
1932,53876,"The former Angolan president, José Eduardo dos Santos, known as JES, is currently in Riyadh, Saudi Arabia, to attend the OPEC summit. The meeting is an opportunity for the leaders of the member countries to discuss issues related to the global oil market, including prices and production rates. JES was accompanied by a delegation of Angolan officials, including the Minister of Mineral Resources and Petroleum, Diamond Pedro Azevedo. Angola is a major OPEC member, and its economy is heavily dependent on oil. JES's presence at the summit is significant, because he was president of Angola for almost 40 years, during a period when the country went through major transformations, including the expansion of the oil industry. The OPEC summit comes at a critical time for the industry, with the COVID-19 pandemic affecting global demand for oil and leading to oversupply. OPEP member countries are looking for ways to improve the quality of life of their citizens. ",1,gpt-3.5-turbo,test,pt,206,MULTITuDE_MassiveSumm_voaportugues
1933,53881,"The Spanish Senate passed King Juan Carlos' abdication law and concluded the process. The bill passed with 212 votes in favor, 11 against and four abstentions. Juan Carlos' resignation is one of the main demands of individuals and groups who have been advocating for greater democracy and transparency in the country. The law stipulates that the king must resign from the throne by June 30, 2014, the date on which his reign ends. With the passing of the law, the Spanish Parliament extended the deadline for the abdication of the king, who decided to abdicate in favor of his son, Philip VI. The change of power will take place on June 19, 2014, when Philip VI will be crowned in a ceremony in Madrid. The abdication of Juan Carlos is an important stage in the political evolution of Spain, which has faced severe financial and political crises in recent years. With the departure of Juan Carlos, many hope that the new king will be able to bring a new impetus to the political and social life of the country.",1,vicuna-13b,test,pt,227,MULTITuDE_MassiveSumm_acorianooriental
1934,53897,The crisis in Greece has made international headlines and revealed the plight of young Europeans.,1,gpt-3.5-turbo,test,pt,17,MULTITuDE_MassiveSumm_rfi
1935,53948,"The Hope Marathon, which is going to take place on the first Sunday of December, has again been getting prescriptions for oncology research.",1,vicuna-13b,test,pt,20,MULTITuDE_MassiveSumm_acorianooriental
1936,53964,"Credit, Reproduction Photo caption: Fachin told Bolsonaro that he couldn't 'unbalance' his position in a privileged forumHouse President Rodrigo Maia (DEM-RJ) threatened to withdraw political support for President Jair Bolsonaro (PSL) this Friday, 2nd, due to the speech on the impeachment process of former President Dilma Rousseff (PT).""It looks like the president is going to throw the country's image in the garbage in the name of his own mandate,"" the MP said. Maia's reaction was unprecedented and motivated after Bolsonaro said in an interview this Friday morning that, during Dilma's impeachment process, then-chamber president Eduardo Cunha ""requested my intervention several times to suspend the process.""I didn't talk to anybody. I wasn't responsible at the time,"" answered Bolsonaro, questioned by the reporter about the accusations. In a new interview this afternoon in his office in Congress, Maia says that, after the president's statements,",1,opt-66b,test,pt,183,MULTITuDE_MassiveSumm_bbc
1937,53997,"""Marcelo Rebelo de Sousa is a right-wing president who is concerned about the fragility of the right in the country and is on his right,"" Catarina Martins told journalists on the sidelines of a visit to the Cooperative Agricultural of Tavora in Moimenta da Beira. Catarina Martins was commenting to journalists on the President of the Republic's interview with Radio Renascença and the newspaper Público, in which he was shown to be concerned about the possibility that, in a second term, there would be a """" left-wing division and the absence of an alternative to the right. """" Perhaps the President is concerned because he looks to the right and realizes that people remember the Troika and they don't want to go back, """" Catarina Martins said. In the opinion of the Bloc leader, the right, at the moment, in Portugal, has no power, no project for the country",0,human,test,pt,133,MassiveSumm_acorianooriental
1938,54001,"Doctor David Seabourne, of the Rio Grande Clinical Hospital, says that there are still no measures not to make human beings know if synthetic antibiotics (Sintetica) can bring about the solution to the global problem of superbugs infesting Brazil. Following his story, the synthetic industry should be regulated by consumers as the most serious, and yet with legislation to ensure that the antibiotics that are tested on them are probably already synthetically responsible for the onset of non-serious symptoms that can be infected with Down's Syndrome."""" Since the onset of Acqui Syndrome, we've been describing the austerity of the synthetic area antibiotic copying industry. We know that this disease-prone industry is the company that sells antibiotics and pharmaceutical antibiotics and derivatives,"" said David Seabourne. Next to him, the diagnosis of Syntetica is the average person at risk for type B infection.",1,opt-iml-max-1.3b,test,pt,153,MULTITuDE_MassiveSumm_bbc
1939,54007,"Tension on the Korean peninsula continues to rise after the North Korean regime conducted a mock attack on the South Korean presidency's headquarters, the Blue House, in Seoul. The military exercise was conducted on Tuesday and involved the use of long-range artillery and special forces units. Following reports from the North Korean state press, leader Kim Jong-un personally oversaw the exercise and expressed great satisfaction with the army's ability to carry out surprise and targeted attacks on strategic targets. This exercise takes place in a context of growing tension between North and South Korea, exacerbated by joint military exercises between the United States and South Korea, as well as international sanctions against North Korea over its nuclear program and ballistic missiles. The South Korean government condemned the North Korean military exercise as a provocation and reaffirmed its commitment to protecting the country's security. The voice of the Blue House, Yoon Youn.",1,gpt-4,test,pt,224,MULTITuDE_MassiveSumm_rfi
1940,54081,"The level of food insecurity in Mozambique is severe, according to the latest report of the World Food Programme (WFP), with 2.9 million people facing food shortages by March 2021. The WFP announced that the country has already faced several challenges related to Covid-19, ranging from the paralysis of services and the paralysis of economies, to the lack of job opportunities. This has increased the rates of malnutrition and pressure on the country's existing food resources. Also, the government's orchard cuts have negatively affected access to food, including a reduction in the number of families receiving food assistance. The high levels of malnutrition and food insecurity are exacerbated by recent natural disasters in the country, including floods and widespread drought. The LDC said that """" much more needs to be done """" to help the most affected people, and that it is imperative that government and development partners work closely together to address the",1,text-davinci-003,test,pt,160,MULTITuDE_MassiveSumm_rfi
1941,54094,"TAP Portugal has released a Strategic Plan for the next 10 years, which includes an investment of 4.7 billion euros in its fleet, in addition to expansion on new routes. The goal is to make the company more profitable and competitive in the global aviation market, and the plan involves upgrading TAP's fleet, acquiring new, state-of-the-art aircraft, as well as upgrading infrastructure in airports and maintenance centers. The company also plans to expand its destinations, with the beginning of flights to new countries and regions of the world. TAP expects the plan to lead to a significant increase in the company's revenue, as well as an improvement in operational efficiency and productivity. In addition, the project can generate new jobs for the company and its partners. TAP CEO Antonoaldo Neves said the strategic plan is an important framework for the company and for the aviation industry in Portugal. We are committed to making TAP one of the best airlines in the world, offering high-quality services. ",1,gpt-3.5-turbo,test,pt,228,MULTITuDE_MassiveSumm_acorianooriental
1942,54146,"Angola and Italy have maintained positive talks to strengthen bilateral cooperation between the two countries, according to a communiqué from the Angolan Ministry of Foreign Affairs.",1,vicuna-13b,test,pt,28,MULTITuDE_MassiveSumm_voaportugues
1943,54252,"by Lusa | 01:48 AM Angola's under-23 women's track and field team today won the gold medal at the World Championships in Africa, in Ethiopia, while the men's team had already won the silver medal. The positive results of Angola's selections in international competitions confirm, once again, the tangible improvement in our country's track and field, the FADF track and field team said in a statement issued today. Since 2013, women's track and field has not only won medals in international championships, it's also been achieving the top spots in the class, as was the case at the last World Championships in Africa, in Ethiopia.",1,opt-66b,test,pt,99,MULTITuDE_MassiveSumm_rfi
1944,54278,"A Portuguese scientist has been involved in the discovery of four new species of whales over the last two years. According to a publication in the journal Cetology, the new groups were identified by their distribution and genetic characteristics, as well as by the pattern and color of their hair. This work was developed by a research team at CIMA, led by Professor Paulo Catry, based at the University of Algarve. The research identified two species of dolphins and two species of whales, including the blue whale that was found in the Atlantic Ocean. According to Professor Catry, this discovery is important because it helps us better understand the diversity of marine mammals in Portuguese waters. He also emphasizes that it's important to monitor these species to protect them from potential threats, both inside and outside of Portugal. He hopes that this work can motivate other scientists to follow his example and continue to investigate marine life, promote",1,text-davinci-003,test,pt,158,MULTITuDE_MassiveSumm_acorianooriental
1945,54302,"Gary Hunt won the World Cliff Diving Championship in Inis Mór, Ireland, last week. The British athlete led the competition from day one and managed to win with a score of 663.95, leaving Poland's Kris Kolanus behind with 651.95. The Cliff Diving World Championship featured 20 athletes from eight different countries, competing for three days in Inis Mor. The 10-meter jump from the vertiginous location framed this final, where fellow British Blake Aldridge was awarded third place. Gary Hunt reaffirmed his leadership in the competition over these three days of the event, being the only athlete to break the 90-point barrier in all of his jumps, which earned him the victory. Watch the video here from this edition of the Cliff Diving World Championships, where Gary Hunt became the champion.",1,text-davinci-003,test,pt,144,MULTITuDE_MassiveSumm_acorianooriental
1946,54354,"Paris, France — The expulsion of illegal immigrants continues to rise in France, according to data released by the Ministry of the Interior on Tuesday. In the first half of this year, 17,000 illegal immigrants were expelled from the country, a 12 percent increase over the same period last year. The French government has been increasingly tough on illegal immigration, saying it is necessary to protect jobs and public services for French people. President Emmanuel Macron has promised to reduce illegal immigration into the country, yet migrant rights advocates claim that government policy is being implemented unfairly, and that many people who are being expelled are entitled to international protection. They argue that France should be hosting more refugees and helping to solve humanitarian crises around the world. Some human rights organizations have also reported cases of human rights abuses and violations during the deportation process. Government fails.",1,gpt-3.5-turbo,test,pt,216,MULTITuDE_MassiveSumm_rfi
1947,54372,"The government of São Tomé and Príncipe announced last week that the country will have access to high-speed fiber optics by the end of the year. The news was received enthusiastically by the population, who are expecting better access to the Internet and communications technology. The installation of fiber optics will be possible thanks to an agreement signed between the government and the telecom company Angola Cables. The company will provide infrastructure and technical support for the construction of the fiber optic network in the country. The initiative will also bring economic benefits to São Tomé and Príncipe, because improving the communications infrastructure is an important factor for the development of trade and tourism in the country. Increased Internet speeds will also help boost local entrepreneurship and attract foreign investment. Internet access in São Tomé and Príncipe is still considered expensive and limited. Fiber optic installation should help reduce costs and improve the quality of the connection.",1,gpt-3.5-turbo,test,pt,164,MULTITuDE_MassiveSumm_voaportugues
1948,54426,"The U.S. agency uses Twitter to monitor river earthquakes on a timely basisMore than one earthquake in Rio de Janeiro, and another in the Amazon, says the U.S. Attorney General's Office on Friday. According to the information, a second river earthquake caused the wounding of seven people in São Bento, Ceará, on Monday, with another three deaths and one injured. The Attorney General's Office announced that the inquiries are battling a river earthquake in São Bento, Ceará. In front of the injury of two people, the spaces are underway, but with about 50 sites under study for the prediction of numbers. Some points of Rio de Janeiro will be placed for observation of photographs and trees, which would allow a monitoring of points of Rio, if an earthquake hits the margins.""",1,opt-iml-max-1.3b,test,pt,139,MULTITuDE_MassiveSumm_bbc
1949,54503,"The plane landed in the shadows and caught fire, but the 47 passengers escaped unharmed. An unspecified technical glitch was what led an Antonov 32 military aircraft to attempt an emergency landing in Malanje with 47 passengers on board on Saturday night. The aircraft with 47 passengers on board was completely destroyed by an incident, but all the passengers escaped after the crew attempted to land on a runway without lighting and without any kind of night-time control. FAN head of state Lieutenant General Domingos Adriano da Silva Neto told a press conference that the disaster was caused by a technical problem with one of the engines.",0,human,test,pt,109,MassiveSumm_voaportugues
1950,54565,Evening edition: Weekend. Weekend's here!,1,alpaca-lora-30b,test,pt,9,MULTITuDE_MassiveSumm_voaportugues
1951,54567,"To date, there have been eight deaths from white helmets in Syria. These are civilians who are protected by international humanitarian law standards. In addition, there are still about 30 injured that require medical treatment. The attack happened in the Idlib region, on the border with northern Syria. There are reports that the attack was launched by the Assad army and the militant group Xeixas. The World Health Organization reported that the attack occurred in the context of a larger offensive in the region. The United Nations called on Assad's army to stop the attacks. In addition, several world leaders have called for a peaceful solution to the conflict, in which 370,000 civilians have already died.",1,alpaca-lora-30b,test,pt,117,MULTITuDE_MassiveSumm_voaportugues
1952,54572,"President Barack Obama announced last week his intention to increase trade between the United States and Africa. Obama said that Africa is a growing region and that the United States should seize this opportunity to expand its trade relations with the African continent. The president's words were conveyed during a meeting with African leaders in Washington, D.C. Obama also emphasized the importance of clean energy research and the promotion of human rights in Africa. Following the president, trade between the United States and Africa can help promote economic growth and create jobs in the region.",1,vicuna-13b,test,pt,106,MULTITuDE_MassiveSumm_voaportugues
1953,54606,"Conferences in Luanda discuss polio and other diseases affecting AfricaLuanda — This past week, health professionals gathered in Luanda, the capital of Angola, to participate in international conferences on fighting polio and other diseases affecting the African continent. The event was attended by doctors, researchers and representatives of international organizations, all focused on discussing strategies for the prevention and treatment of disease. Polio, also known as polio, is a highly contagious viral disease that primarily affects children under the age of five. Although the world is very close to eradicating the disease, there are still cases in some African countries, including Nigeria, the Democratic Republic of Congo and Somalia. Against this backdrop, conference participants emphasized the importance of intensifying efforts to immunize children and eradicate polio from the continent.",1,gpt-4,test,pt,278,MULTITuDE_MassiveSumm_voaportugues
1954,54624,"Miguel Viegas, president of the Regional Government of the Azores, has asked the Portuguese government to compensate Azores companies for their insularity, so that they can access the financing that other companies on the continent have."""" It is unacceptable that Azorean companies should be discriminated against, in relation to companies on the continent, because they are affected by the burdens that the rising cost of living of the Azores entails, """" Viegas said. He added that compensation should be linked to the real needs of companies, and that compensation would be an important step to stimulate job creation and to help companies grow.""We hope that compensation will be introduced quickly and that it will relieve the pressure on Azores companies, so that they can face the challenges that the island economy presents,"" Viegas concluded.",1,text-davinci-003,test,pt,134,MULTITuDE_MassiveSumm_acorianooriental
1955,54645,"Afro-Brazilian religious communities are very important in the culture and history of the country. They were founded by African slaves who brought their religious practices and their beliefs to Brazil during the time of the Holy Roman Empire. The Afro-Brazilian religion is a mixture of African and Christian beliefs, with Catholicism being the predominant religion. Afro-Brazilian religious communities have a strong presence in black communities, especially in urban areas. One of the best-known Afro-Brazilian religious communities is the Quilombolas community, which is found mainly in the state of Bahia.",1,vicuna-13b,test,pt,91,MULTITuDE_MassiveSumm_voaportugues
1956,54668,"By: Reuters Cairo, April 2 — Egyptians are going to vote in a second round of legislative elections next Sunday, after a first round in which the government of Abdel Fattah al-Sisi won a large majority of the vote. According to preliminary results released by the election commission, President Sisi's party, the Egyptian Conservative Party, won 204 of the 208 constituencies on March 28. That means that the party will have a large majority in parliament, having already secured a majority of the votes in a transitional assembly in 2019. In the second round of elections, the other 28 remaining votes in parliament, which are elected through party lists, will be chosen. Prime Minister Mostafa Madbouli of the Egyptian Conservative Party called for Egyptians to vote in the districts where the elections had not yet taken place. Voter turnout was described as """" high """" by the election commission, even though some observers believe that it could be.",1,vicuna-13b,test,pt,188,MULTITuDE_MassiveSumm_rfi
1957,54690,"SanteBeretta is in the process of having her baby. Her friend, who is already married, took this as her first.",1,opt-iml-max-1.3b,test,pt,20,MULTITuDE_MassiveSumm_voaportugues
1958,54742,"Posted on: 06/02/2016 - 10:38Modified on: 06/02/2016 - 18:16A powerful earthquake, 6.4 on the Richter scale, stunned residents in southern Taiwan. Many of them were asleep when the mudslides started, at 4 a.m. local time. In Tainan City, four buildings collapsed. So far, the tally is 12 dead and hundreds injured. Bombers and rescue teams are continuing to search for survivors in the rubble, mostly around a 17-story building where at least 30 people are believed to be buried, according to local media. Among the five dead people found buried are a 10-day-old baby and a 40-year-old man. A woman died when she was hit by a water tank, according to the firefighters, and two others died in different parts of the city, victims of a wreckage. At least 400 soldiers are participating in victim rescue operations. Taiwanese Prime Minister Chang San-cheng visited the site.",0,human,test,pt,156,MassiveSumm_rfi
1959,54764,"Brazilian tennis player Marcelo Melo won the men's doubles title at Wimbledon alongside his Polish partner Lukasz Kubot. The pair defeated their opponents Oliver Marach of Austria and Mate Pavic of Croatia in a very exciting and well-balanced match, only to be defeated in the fifth set. Milo and Kubot started the game with a lot of determination, and they won the first set 7-5. However, the two Croatian masters reacted and returned the plate, also with a 7-5, in the second set. From then on, the fight was over, and the two of them presented a high-level game. The third set was decided in the tiebreaker, with Melo and Kubot taking the lead and getting ahead of the pack. However, the answer came just in the fourth set, when Marach and Pavic won 6-4, taking the game to the fifth and final set. With a lot of grit and determination, the Brazilian-Polish duo showed superiority at the decisive moment and won the final set 6-3, securing the unprecedented Wimbledon title for both wrestlers.",1,gpt-4,test,pt,217,MULTITuDE_MassiveSumm_rfi
1960,54770,"The crisis in Venezuela continues to affect the American continent, and the Brazilian government will need about R$150 million to maintain the deployment of Venezuelans in the country, Defense Minister Fernando Azevedo said. According to a press release, the minister said that, in order to deal with the situation, Brazil will need to invest in infrastructure and personnel to meet the needs of the refugees. The measure was taken after a meeting with the Brazilian authorities to assess the situation. According to the minister, there are about 100,000 Venezuelans in the country, most of whom are of indigenous origin and have difficulty communicating in English. So we need to invest in translation and interpretation to meet their needs. Placing Venezuelan refugees in Brazil is a complex and expensive task, but it's important to ensure the dignity and human rights of these people, Azevedo said. Through a partnership with the United Nations Educational, Scientific and Cultural Organization,",1,vicuna-13b,test,pt,212,MULTITuDE_MassiveSumm_bbc
1961,54807,"By Gabriel OliveiraObesity and stroke are just some of the health problems that can be associated with bad nights sleep. Research done by sleep medicine specialists highlights that sleep deprivation and inadequate sleep quality are responsible for a range of health problems, including obesity, type 2 diabetes, heart disease and even high blood pressure. According to the research, sleep deprivation and inadequate sleep can affect metabolism, increasing the likelihood of obesity and heart disease. In addition, a bad night's sleep can affect the regulation of stress, increasing the likelihood of psychological problems such as anxiety and depression. Obesity, in turn, is one of the leading causes of stroke, affecting about 40 percent of cases. Obesity increases the risk of heart disease, type 2 diabetes, high blood pressure and other health problems.",1,vicuna-13b,test,pt,216,MULTITuDE_MassiveSumm_bbc
1962,54824,"It says research.  ""The cessation came to stay in Argentina."" Accessed August 19, 2010.3  ""The Medicine of Cessation."" Accessed August 19, 2010.  """" The cessation in Uruguay, in the world and in the countries of the region. """" Accessed August 19, 2010.5  Lozano, R et al. (2006). Global and regional burden of disease and risk factors, 2001: systematic analysis of population health data. Lancet 367 (9524): 1747–57. doi:10.1016/S0140-6736(06)68770-9. PMID 167312706.  Cesarean section use in the United States of America, 1998-2011: page 1319 table 5.7.  Ayo-Yusuf, A.M. Wiysonge (2012). ""Cesarean section rate and neonatal mortality rate: a systematic review and meta-analysis of the two outcomes in low- and high-resource countries."" Health Care Women International 33 (7): 608-15. doi:10.1080/07399332.2012.655130.8.  ""The Profile of Women Who Have Vaginal Births and Cesarean Sections in Public Hospitals."" Pan American Health Organization Newsletter 114 (4): 322-327. 1993.9.  Lumbiganon P, Lao.",1,llama-65b,test,pt,166,MULTITuDE_MassiveSumm_rfi
1963,54881,"Tibério Dinis, president of Praia da Vitória City Hall, emphasized the """" excellent work """" done by the altar staff in 2021, considered by him to be the """" hardest year ever, """" mainly due to the COVID-19 pandemic and the challenges faced by the local population. In an official statement, Tibério Dinis thanked the city hall staff and collaborators for their commitment, dedication and professionalism in facing a year full of challenges, adjustments and efforts. According to the mayor, the joint work of the different areas and departments made it possible to mitigate the negative impacts of the pandemic on the municipality and to ensure the continuity of essential services. Tiberio Dinis also stressed that, despite the difficulties and the current situation, the Praia da Vitória Municipality was able to continue various projects that were important for the population, such as the reclassification of the historic center, support for the local business sector and the implementation of security measures for the ",1,gpt-4,test,pt,276,MULTITuDE_MassiveSumm_acorianooriental
1964,54954,"The Republican Party in the United States recently backed a pro-citizen measure, despite opposition from the Catholic Church and other conservative figures. The Republican Party's support for the Australian government was seen as a provocation to the Conservatives, and some observers saw the measure as a provocation to the Evangelical Churches, which have traditionally supported the policies of the Republican government.""This measure gives the government unprecedented power,"" said a Republican. """" Never before have we had so much authority over everything that happens in communities and states in our country. This is an enormously important achievement for us and for democracy. """" The conservative movement, including evangelical groups, tends to resist republican policies and centralization. A spokesperson for the Catholic Church expressed her disappointment and concern about this decision, saying that ""The Republican Party is fighting against the freedom of people and against the evangelical spirit.""",1,alpaca-lora-30b,test,pt,147,MULTITuDE_MassiveSumm_voaportugues
1965,54987,"Ten people were killed in a xenophobic hate attack in South Africa on Monday. The attack took place in the village of Musina, along the southern border of the country with Zimbabwe, according to the Limpopo police. According to police reports, local residents invaded the village, killing seven men and three women. The villagers were reportedly of Xhosa ethnicity. A search for suspects is underway, police spokesman Brigadier Motlafela Mojapelo said. There are no details of what caused the violence, but witnesses said that armed men had invaded the area on Sunday night. The South African government condemned the attack in a statement, saying, ""We will not accept these unacceptable brutalities under any circumstances.""""We will not allow South Africa to be destroyed by xenophobia, hatred and intolerance,"" said Foreign Minister Lindiwe Sisulu. The government also promised to support the victims and their loved ones. The Limpopo Police Department said it's prioritizing crime prevention.",1,text-davinci-003,test,pt,182,MULTITuDE_MassiveSumm_rfi
1966,54990,"The International Olympic Council has annulled its decision to exclude Russia from the 2020 Olympics because of the covid-19 pandemic. The leaders of the IOC would meet in September or October to decide whether the country would be banned or not. Until then, the Russian Olympic Committee will abide by an IOC decision of February 4th, imposing an embargo on Russia's exports. The IOC decision in February is about a NATO-approved resolution. It condemns the Russian invasion of Ukraine, which started on February 24th, and it also asks the IOC to make a decision to exclude Russia from the Games. At the same time, the International Association of Athletics Federations (IAAF), the World Athletics Association (WMA), and the International Swimming Association (FINA) have excluded athletes from Russia and Belarus from their international events.",1,alpaca-lora-30b,test,pt,148,MULTITuDE_MassiveSumm_rfi
1967,55064,"Lisbon, Portugal — The National Federation of Teachers (Fenprof) and the National Nature Conservation Association (Quercus) met today with the Authority for Working Conditions (ACT) to discuss the situation of asbestos in Portuguese schools and public buildings, and the aim of the meeting was to discuss measures to be taken to eliminate asbestos, a mineral that is highly dangerous to human health and has been used in public buildings and schools across the country. Fenprof and Quercus warn that exposure to asbestos can cause serious lung disease and cancer. During the meeting, both organizations asked ACT to do more to track and monitor asbestos-containing sites, as well as accurately identify buildings and schools that own the material. Furthermore, they proposed that a national action plan be developed for the total removal of asbestos from public and school buildings. Fenprof and Quercus emphasized the importance of participation and commitment from all stakeholders.",1,gpt-4,test,pt,235,MULTITuDE_MassiveSumm_acorianooriental
1968,55069,"European and African representatives agreed to take a series of joint measures to stem the flow of illegal migrants to Europe. It was during an unprecedented summit, which took place for two days in Morocco. The action plan approved by the ministers meeting in Rabat includes 67 recommendations on how to prevent the entry of illegal African immigrants into European territory. It also included incentives for Africans not to have to emigrate. This gathering of representatives from over 50 African and European countries was the first joint gender conference to address the problem of illegal immigration that has become a major problem in Europe. Ministers agreed to strengthen their judicial and police cooperation as well as create African databases to fight illegal immigration. They also advocated the launch of publicity campaigns to alert potential candidates for illegal immigration to the risks that they could run.",0,human,test,pt,209,MassiveSumm_voaportugues
1969,55074,"No problem, success! Details of Person:* Name: Maria Silva* Age: 28* Place of Birth: São Paulo, Brazil* Place of Work: Secretaria de Cultura de São Paulo* Hobbies: Reading, cinema and travel* Objective: To learn journalism skills and to stand out in the job market.* Challenges: Maintaining a healthy work-life balance.* Visited cities: New York, Miami, Los Angeles and Buenos Aires.* Keywords: journalism, culture, cinema, travel, leisure.",1,vicuna-13b,test,pt,69,MULTITuDE_MassiveSumm_voaportugues
1970,55104,"""Amae,"" in the words of the book's translator, means ""childhood companionship,"" and represents the idea of a sexuality that takes into account how """" adult """" we have to present ourselves in order for our relationships to be socially acceptable. For Keiko Hanaoka, the translator of Amae: The Law of Psychological Affinities, the Japanese """" take everything much more seriously than people do, """" and they're more attentive to social acceptance than people imagine. The translator points out that, although many relationships in Japan are made by adults, the more natural sexual appeal of social appeal prevents them from being as good as those made between adults."""" They [Japanese] have a much larger and much more socially accepting culture. They're much quicker than people to accept a relationship friend that looks like this,"" he says. Most adult people should accept that, but they won't.",1,opt-66b,test,pt,151,MULTITuDE_MassiveSumm_bbc
1971,55134,"A new restaurant in the city is being targeted as a possible source of a lethal bacterium that's coming in and affecting residents and leaving many patients. According to the local newspaper, some of the recent cases of infection have been linked to a particular restaurant that was recently opened. Public health officials confirmed that these cases are linked to the same bacteria, but it's not clear whether the restaurant was the source of the infection or whether it was just one of the places where the bacteria spread. An ongoing investigation is going to look for more information about this possible link between the restaurant and cases of infection, and in that regard, the city government has recommended that residents take precautions to prevent the bacteria from spreading further. These measures include frequent hand washing, keeping the environment clean and ventilated, avoiding contact with patients and seeking immediate medical treatment if you experience symptoms of infection.",1,text-davinci-003,test,pt,155,MULTITuDE_MassiveSumm_rfi
